,Earnings Yield,Dividend Yield,EPS Growth,Sales Growth,ROE,ROA,Gross Margin,Net Income Margin,Operating Margin,Price to Sales,Price to Book,MarketCap,momentum_12m,momentum_6m,momentum_3m,future_return,volatility,beta,idiosyncratic_vol,avg_volume,Earnings Yield_z,Dividend Yield_z,EPS Growth_z,Sales Growth_z,ROE_z,ROA_z,Gross Margin_z,Net Income Margin_z,Operating Margin_z,Price to Sales_z,Price to Book_z,MarketCap_z,momentum_12m_z,momentum_6m_z,momentum_3m_z,volatility_z,beta_z,idiosyncratic_vol_z,avg_volume_z,predicted_return,rank
CBRE,0.025003981884115043,0.0,0.026,0.162,0.113479994,0.03862,0.19627,0.02706,0.04815,1.0534471,4.443265,37678645248.0,0.3335457605697134,0.06894789106799126,-0.08775244449873343,-0.10714534460997494,0.32930153420497155,1.0,0.32930153420497155,1993420.0,-0.7671028428223792,-1.2187553656733638,-0.3190037278842804,1.0326245764026587,-0.48389353891989517,-0.6093498235063559,-1.1676562447129852,-1.2371512400705502,-1.319382360965533,0.9289603847917111,0.06093332526049838,-0.38388164301812805,1.2033351079001515,0.4523064670749285,-0.3021662763213405,0.2116882645045142,,0.2116882645045142,-0.540410253805262,-0.101245455,396.0
CMI,0.08818775313743366,2.26,0.0,-0.011,0.38356,0.07453,0.25075,0.11571,0.11708,1.2969221,4.3035064,44227637248.0,0.21633319848604882,0.09279459210324159,-0.1267582625635093,-0.1133440406963907,0.270094791296805,1.0,0.270094791296805,994183.3333333334,1.7141806556331995,0.2316960885819847,-0.3564510454312305,-0.8194676389854105,0.8007724182545303,0.21150738513391468,-0.9148233912143604,-0.3013153235853989,-0.7332296757288308,0.8528272602735104,0.08154837722425545,-0.2962561980221458,0.690479127484047,0.6140430098113736,-0.661987262745812,-0.5844851209172104,,-0.5844851209172104,-0.7287019463133984,-0.101422586,397.0
RF,0.09006066216021126,4.67,0.0,0.156,0.10694,0.01223,0.062800005,0.28699,0.44182998,2.9418006,1.204474,19404115968.0,0.15320466520911813,-0.003245188639675156,-0.14730837875700087,-0.097191823029383,0.36113543304996854,1.0,0.36113543304996854,8156690.0,1.7877314766770218,1.7784164446684407,-0.3564510454312305,0.9683901643082747,-0.5150017567267513,-1.2125918657234749,-1.7870688675525082,1.506806230566623,2.028312073981968,0.3384839410094741,0.5386702571183486,-0.628394655135429,0.4142643152622857,-0.03733187342989309,-0.8515580356905051,0.639769624323719,,0.639769624323719,0.6209688052277546,-0.10155339,398.0
NTRS,0.09848879288639087,3.07,2.51,0.284,0.16455,0.013259999,0.062800005,0.24490999,0.35597,2.3010898,1.6114056,19083857920.0,0.23677346953786693,0.13582144693890696,-0.06181665517094115,-0.10399653871699266,0.29989589905665825,1.0,0.29989589905665825,1285393.3333333333,2.118711747067221,0.7515481584699637,3.2586553792935695,2.3387242889884643,-0.24097330534698252,-1.1890473905343277,-1.7870688675525082,1.0625875647566472,1.2981937244771145,0.5388302398761174,0.4786459288859909,-0.6326797044941005,0.7799142107541197,0.9058659640915719,-0.06291372983902595,-0.1837394002603277,,-0.1837394002603277,-0.6738276351472472,-0.10190029,399.0
WMT,0.02823667392763325,1.1,-0.035,0.041,0.21414,0.07186,0.24851,0.02854,0.04408,1.0068501,7.5291104,297457188864.0,0.4094814411264367,0.07380232161022615,-0.09920918470463436,-0.1762378344625367,0.21742411951498125,1.0,0.21742411951498125,20935693.333333332,-0.6401521201279172,-0.5127834189119108,-0.4068608959752018,-0.26276940083408334,-0.005092886948740384,0.15047456009716928,-0.9252188683038779,-1.221527583483996,-1.353991985641485,0.9435309780894812,-0.39424341000388285,3.0919525746386016,1.5355867642770913,0.4852308875930824,-0.4078524474266423,-1.292765715409885,,-1.292765715409885,3.0289870920538142,-0.103134155,400.0
CRM,0.02279885595340826,0.57,0.195,0.076,0.10258,0.047259998,0.77192,0.16353,0.21195,7.0854573,4.3938417,268503400448.0,-0.07905328786495969,0.10572657510148131,-0.21172669651046583,-0.1432601555262345,0.3477869348959233,1.0,0.3477869348959233,7637416.666666667,-0.8537001204989924,-0.8529335387151563,-0.07559616382910458,0.11193133638315605,-0.535740587624439,-0.4118503904532365,1.5038421421534511,0.20349768855583003,0.0735062193590256,-0.9572118450128142,0.06822349486523363,2.7045511861086546,-0.6019653286919292,0.7017521741846765,-1.4458043247790708,0.46026778984371564,,0.46026778984371564,0.5231192585994867,-0.10340101,401.0
GWW,0.03999710740919216,0.85,0.228,0.059,0.55683,0.1674,0.39363998,0.1112,0.15781,2.7155898,13.9300785,46621245440.0,0.0008242390794475085,-0.025594428851045792,-0.16076215177089404,-0.05812859584993035,0.2821210219469485,1.0,0.2821210219469485,570043.3333333334,-0.17830932483981626,-0.673231588630423,-0.0280668761733602,-0.07006616455093169,1.62495068193397,2.334398194558084,-0.2516941441555966,-0.34892525007550645,-0.3868783211707155,0.4092186571148722,-1.338416362508065,-0.26422974525353216,-0.25246637852780707,-0.18891212091277015,-0.9756664409789352,-0.4227642712255018,,-0.4227642712255018,-0.8086249926992072,-0.10404256,402.0
TFX,0.010819838650238112,0.99,0.0,0.028,0.01609,0.03695,0.56176,0.02286,0.19208999,2.095324,1.4895297,9169638400.0,-0.3451259741076138,-0.25371751986039526,-0.24815113148928414,-0.17985808624166089,0.2992384419356356,1.0,0.2992384419356356,1081346.6666666667,-1.3241268989656032,-0.5833806135880562,-0.3564510454312305,-0.4019439603719152,-0.9471400106384331,-0.6475239125742828,0.5285236309333518,-1.281488643897258,-0.09537522834629525,0.6031719311092509,0.49662319834654395,-0.7653318587840818,-1.7661491494288395,-1.7361215233229392,-1.781812560839322,-0.19258045173694988,,-0.19258045173694988,-0.7122772772580351,-0.1043612,403.0
CPRT,0.028300095343021213,0.0,0.212,0.14,0.19184999,0.12133,0.45533,0.32272997,0.36638,11.287228,6.12708,50864795648.0,-0.06399997287326387,0.06428138723887789,-0.15908000299277958,-0.1079294964838794,0.2680124795911764,1.0,0.2680124795911764,4648646.666666667,-0.6376615041306553,-1.2187553656733638,-0.051111379279175674,0.7970983987232512,-0.11111782917299934,1.281296228474618,0.03459924404167297,1.8840961073867217,1.386716130589316,-2.2710795189014163,-0.1874373204268047,-0.20745108750913532,-0.5361005230658219,0.42065663027479777,-0.9601489499305818,-0.612486680853468,,-0.612486680853468,-0.04007120527214455,-0.10552819,404.0
MTB,0.08337604966277723,3.08,0.41,0.082,0.09245,0.01243,0.062800005,0.29854,0.42138,3.3276825,1.0912243,28847679488.0,0.2636707451259446,0.07392007603273942,-0.12444824669244747,-0.10503982088766628,0.327606775143965,1.0,0.327606775143965,1293046.6666666667,1.52522073452847,0.7579660852587043,0.2340643466552906,0.17616574847754002,-0.5839250731734246,-1.2080201185297113,-1.7870688675525082,1.628734091090069,1.8544137613454255,0.2178210608697478,0.5553751214371089,-0.5020398732410818,0.8976014995312344,0.48602953865853044,-0.6406778214721713,0.18889825794785237,,0.18889825794785237,-0.6723854752118341,-0.10584698,405.0
A,0.03597953584743698,0.82,-0.059,0.014,0.20614,0.08392999,0.53972,0.19271,0.23200001,5.288348,5.7349744,34548781056.0,-0.174530983779271,-0.10845914185381478,-0.14013756235547659,-0.12239282518663785,0.26651911726763483,1.0,0.26651911726763483,1945743.3333333333,-0.3360829718112916,-0.6924853689966444,-0.441427650633925,-0.551824255258811,-0.043145787678442724,0.4263792746534484,0.4262395617132763,0.5115370799042417,0.2440033497887766,-0.39526689744235927,-0.12959989704620317,-0.4257591934260367,-1.01972180867616,-0.7509291553069333,-0.7854086672352567,-0.6325684363832315,,-0.6325684363832315,-0.549394231834971,-0.10609382,406.0
FTNT,0.0234805186949894,0.0,0.671,0.173,0.84264,0.13209,0.80563,0.29303,0.3451,11.762134,22.599636,74013745152.0,0.37147334826816114,0.2921197846726493,-0.018257863104975236,-0.10631380940284296,0.40004241275587765,1.0,0.40004241275587765,5152976.666666667,-0.8269306118317103,-1.2187553656733638,0.6099778035689053,1.1503876652423624,2.9844381266284965,1.527256227499105,1.6602847906747182,1.5705676398793167,1.2057596654531344,-2.4195796837332906,-2.617216939826952,0.10228161661961037,1.3692848135300062,1.9659351427650067,0.3389075446848404,1.1629651292180663,,1.1629651292180663,0.0549624863951232,-0.10814811,407.0
IT,0.035001420532652316,0.0,0.932,0.081,0.84264,0.08908,0.67722,0.20004,0.1891,5.606368,22.599636,35137413120.0,-0.04046571858811743,-0.09543775285089529,-0.11788864302765656,-0.10969891921790609,0.28887541075575723,1.0,0.28887541075575723,570043.3333333334,-0.3744944395350451,-1.2187553656733638,0.98589126048252,0.16546001312847602,2.9844381266284965,0.5441019934802234,1.0643547848421482,0.5889164061065673,-0.12080088723692177,-0.4947097817601667,-2.617216939826952,-0.4178833025184125,-0.4331279163740961,-0.6626136086052988,-0.5801667700875038,-0.3319356875166332,,-0.3319356875166332,-0.8086249926992072,-0.10898912,408.0
FITB,0.08145266594168364,3.84,0.196,-0.054,0.11923,0.010829999,0.062800005,0.29107,0.38504001,3.2227364,1.4731734,25620754432.0,0.10405962958208481,-0.047248256873606786,-0.1513138838707705,-0.11236474864895774,0.36251681616630504,1.0,0.36251681616630504,4510816.666666667,1.4496877267057224,1.2457285212029807,-0.07415588238499111,-1.2798142589951618,-0.4565429879807461,-1.2445941189385568,-1.7870688675525082,1.5498768514268528,1.5453932663508672,0.25063705634772104,0.49903582965821136,-0.5452160970020339,0.19923339211689722,-0.33577584332877963,-0.8885080311699329,0.6583455570346931,,0.6583455570346931,-0.06604327459679213,-0.10905457,409.0
BAC,0.0785033031246081,2.54,1.427,0.064,0.09241,0.009430001,0.062800005,0.28243,0.29747,3.2360928,1.142466,297457188864.0,0.1613081323447343,0.06696589433650657,-0.10703030687755577,-0.10954244778158762,0.31085821417274984,1.0,0.31085821417274984,20935693.333333332,1.3338635974427255,0.4113980386667183,1.6988305753186856,-0.01653748780561172,-0.584115337677073,-1.2765963035774306,-1.7870688675525082,1.458668477840483,0.8007335172183435,0.2464605927916479,0.5478167292650977,3.0919525746386016,0.4497205113280255,0.43886388235046647,-0.48000075849483775,-0.03632538777908173,,-0.03632538777908173,3.0289870920538142,-0.10917303,410.0
NFLX,0.021601307051887095,0.0,1.018,0.16,0.38435,0.12720999,0.46056998,0.22337,0.22181,10.068493,15.869997,297457188864.0,0.5062761204575279,0.30036097822493657,-0.019817200827470294,-0.10640415488910993,0.4344312414565469,1.0,0.4344312414565469,4473483.333333333,-0.9007289424416521,-1.2187553656733638,1.109755464676278,1.0112131057045308,0.8045301422015885,1.415705367383911,0.05891714227360614,0.8352001278392079,0.15735164916366637,-1.889988632733681,-1.6245634810607232,3.0919525746386016,1.959105619977692,2.021829756917233,0.3245229614274072,1.6254035073900746,,1.6254035073900746,-0.07307820111100184,-0.10961342,411.0
BKNG,0.03869908685247672,0.86,2.51,0.144,0.0,0.1674,0.8199,0.24778,0.30579,6.172779,-10.355988,146535612416.0,0.2865082811039297,0.15794139149429376,-0.15461406891890228,-0.10830415795354154,0.3203332196334425,1.0,0.3203332196334425,570043.3333333334,-0.22928375900458584,-0.6668136618416823,3.2586553792935695,0.8399213401195068,-1.0236739072310468,2.334398194558084,1.726509548740529,1.0928848962701445,0.8714834133618131,-0.6718229933485377,2.243892868499962,1.0726234479957302,0.997525660355545,1.0558910494323779,-0.918951588011378,0.09108826147755551,,0.09108826147755551,-0.8086249926992072,-0.10973678,412.0
MCO,0.02519917808344829,0.84,0.171,0.13,0.57171,0.12368,0.72559,0.29035,0.36962003,11.340519,22.599636,80381599744.0,0.1573412453601193,-0.06323199530350931,-0.10019491814150916,-0.11427659731489226,0.27173192158205894,1.0,0.27173192158205894,970946.6666666666,-0.7594373125958751,-0.6796495154191634,-0.11016291848782776,0.6900410452326112,1.6957290772912164,1.3350142580013415,1.2888321182439189,1.5422761536279888,1.4142680279452928,-2.2877432845393644,-2.617216939826952,0.18748344497635733,0.43236365402938154,-0.4441830645135758,-0.41694564416510976,-0.5624700682802369,,-0.5624700682802369,-0.733080559950055,-0.11059138,413.0
RJF,0.07191516484430044,1.4,0.233,0.146,0.19111,0.026719999,0.8199,0.16391,0.20052,2.2038774,2.4595373,29177135104.0,0.2034219811510547,0.2256512421189174,-0.11553566335789645,-0.11613908134705453,0.31035667638322006,1.0,0.31035667638322006,1354630.0,1.0751414845297154,-0.3202456152496965,-0.02086546895279286,0.8613328108176348,-0.11463767492437087,-0.8813688043940314,1.726509548740529,0.20750916794967492,-0.023689851905380383,0.5692279552633775,0.35354250721741687,-0.4976317605180207,0.6339869315368463,1.5151225856117303,-0.558460996235926,-0.043069738509980804,,-0.043069738509980804,-0.6607809870555822,-0.11117058,414.0
COO,0.02548633210061892,0.0,0.271,0.036,0.05251,0.03797,0.67,0.10574,0.18866,4.134022,1.9976879,16240506880.0,-0.20652597951929452,-0.25371751986039526,-0.18190972784701376,-0.11717389977496606,0.26515895339310386,1.0,0.26515895339310386,1993426.6666666667,-0.7481605161940887,-1.2187553656733638,0.033865225923518864,-0.3162980775794033,-0.7739041800664633,-0.624208001886088,1.0308479345803996,-0.40656387505022634,-0.12454246828297061,-0.03431630665235384,0.4216674696914972,-0.6707237119016204,-1.1597138420978548,-1.7361215233229392,-1.1707486636247808,-0.6508590266694315,,-0.6508590266694315,-0.5404089975683845,-0.11159855,415.0
PNC,0.0794265529956201,3.7,1.038,0.055,0.11274,0.010620001,0.062800005,0.28359,0.35206002,3.2967737,1.4071206,68460797952.0,0.1744949248512493,-0.009690418657078315,-0.14241363959743547,-0.11554778499859497,0.2944359546639464,1.0,0.2944359546639464,1972996.6666666667,1.3701204498662503,1.1558775461606141,1.1385610935585473,-0.11288910594718758,-0.4874134036977171,-1.2493944077745365,-1.7870688675525082,1.4709140465164308,1.2649448447988638,0.2274860511936338,0.5087789288617786,0.027983240710891345,0.5074184686053795,-0.08104564409423028,-0.8064050313422696,-0.25716114578857496,,-0.25716114578857496,-0.5442587354795979,-0.112701304,416.0
HBAN,0.08271187079942595,4.2,1.289,0.162,0.10005,0.0099599995,0.062800005,0.27926,0.39762002,3.1014917,1.2079272,21546061824.0,0.14727833892835496,0.0595423712929537,-0.14397875390859183,-0.11091019503703059,0.34034836160362786,1.0,0.34034836160362786,20935693.333333332,1.4991378334770398,1.4767738855976384,1.5000717360310272,1.0326245764026587,-0.5477748174802074,-1.2644812078020609,-1.7870688675525082,1.4252042944760392,1.6523685549306522,0.2885495230990175,0.5381608938488164,-0.5997354418107982,0.3883340581212714,0.38851499131460543,-0.8208429024919558,0.36023874264514705,,0.36023874264514705,3.0289870920538142,-0.11358693,417.0
CFG,0.07444717297469351,4.13,1.458,0.004,0.0621,0.009430001,0.062800005,0.21188,0.27851,2.498084,0.80982137,17791354880.0,0.23571271800924132,0.04429374817211462,-0.11190630736696028,-0.11828420932672001,0.3793305877061607,1.0,0.3793305877061607,4366393.333333333,1.1745757200505922,1.431848398076455,1.743479300086203,-0.6588816087494507,-0.7282882653167326,-1.2765963035774306,-1.7870688675525082,0.7139056587990006,0.6395053885067826,0.47723137363538093,0.59688337942412,-0.6499733817559844,0.7752729610832622,0.2850935754378392,-0.5249809023028745,0.8844461116515534,,0.8844461116515534,-0.09325776219332434,-0.11371731,418.0
WYNN,0.050475746529981706,1.16,-0.575,-0.001,0.0,0.05353,0.43537998,0.070300005,0.19061,1.2864321,-10.355988,9169638400.0,-0.14824890788139622,0.13624999182701236,-0.09234278211553404,0.10269286314926718,0.4886848394536477,1.0,0.4886848394536477,2872106.6666666665,0.23319625358544335,-0.4742758581794681,-1.1846128757964736,-0.7124102854947707,-1.0236739072310468,-0.2685260702112728,-0.0579855666036031,-0.7806870583672504,-0.10796046137434485,0.8561074183028601,2.243892868499962,-0.7653318587840818,-0.9047262863331368,0.9087725031766676,-0.3445112364130792,2.3549702537936,,2.3549702537936,-0.37483446463519626,-0.114744045,419.0
PNR,0.043447954976448384,1.16,-0.207,-0.012,0.18454,0.086289994,0.39159,0.15318,0.21049999,3.4749308,3.9820511,14187447296.0,0.06046306422888237,-0.047499257512797044,-0.2099008695960295,-0.12154297675639003,0.29047369926132205,1.0,0.29047369926132205,1688290.0,-0.04279143860935947,-0.4742758581794681,-0.654589304362718,-0.8301733743344745,-0.14588861964863886,0.4803259829748038,-0.2612077692109401,0.09423765769715757,0.061175924057704376,0.1717774294538185,0.12896454849046088,-0.6981936278293336,0.008479441605756078,-0.3374782161453491,-1.4289614312317076,-0.31044295361755825,,-0.31044295361755825,-0.5979075875717114,-0.11533832,420.0
ROK,0.030900494166882817,2.01,-0.134,-0.083,0.24847999,0.07114,0.38944998,0.113859996,0.13078,3.635208,8.691542,29420464128.0,-0.06794673266688134,0.01765482286093789,-0.12114816465242861,-0.13444960042216092,0.303747121717708,1.0,0.303747121717708,951140.0,-0.5355415045949803,0.07124791886347269,-0.5494487589424351,-1.5902805841180176,0.15824914186738093,0.13401627019962004,-0.2711392553185783,-0.3208449365446904,-0.6167304477041271,0.12165974170341887,-0.5657075477264502,-0.4943760207021165,-0.5533693151427135,0.10441920560885216,-0.6102352148602725,-0.13195068780207295,,-0.13195068780207295,-0.7368128397132188,-0.11583491,421.0
AMAT,0.049081330021586954,1.18,-0.398,0.068,0.35186002,0.15558,0.47726002,0.22952999,0.30352,4.5762467,6.7899675,126464573440.0,-0.21733739241714456,-0.14641424137068615,-0.08830399620069096,-0.1374949228767648,0.40522623027855714,1.0,0.40522623027855714,6996573.333333333,0.17843626373959798,-0.4614400046019871,-0.9296830601883901,0.026285453590644256,0.6499878942453367,2.06420793540665,0.13637291390000472,0.9002282145531317,0.8521802566015155,-0.172597231388462,-0.28521634982910965,0.804073154789737,-1.2070184796114727,-1.0083537175556987,-0.30725423210098546,1.2326737019872485,,1.2326737019872485,0.402361604390885,-0.11734382,422.0
FRT,0.03556572387504637,4.58,-0.015,0.07,0.091529995,0.031059999,0.68127,0.24486,0.34814999,6.882438,2.7351594,9169638400.0,-0.020435805934454043,-0.15661130745454332,-0.13568682773642426,-0.13016733597837404,0.2920683897199008,1.0,0.2920683897199008,825366.6666666666,-0.3523337399783191,1.7206551035697766,-0.37805526709293247,0.047696924288772244,-0.5883011805404033,-0.7821618902893593,1.083150178687035,1.062059844085862,1.2316955399409495,-0.8937289673190141,0.3128869488914188,-0.7653318587840818,-0.3454883297203111,-1.0775137331075442,-0.744351517292101,-0.2889986038907768,,-0.2889986038907768,-0.76051300464484,-0.117936574,423.0
APA,0.09848879288639087,5.1,-0.575,0.245,0.22242,0.07467,0.69183,0.08488,0.33168,0.75372624,1.3570935,9169638400.0,-0.3451259741076138,-0.15534309600434504,-0.11442968879806903,-0.12337953175402827,0.4886848394536477,1.0,0.4886848394536477,9095803.333333334,2.118711747067221,2.0543872965842813,-1.1846128757964736,1.9212006103749693,0.034291865306501544,0.21470760816954929,1.132157427823332,-0.6267729807228745,1.0916414435486432,1.0226812413686992,0.516158161811279,-0.7653318587840818,-1.7661491494288395,-1.0689122860935256,-0.5482585988290417,2.3549702537936,,2.3549702537936,0.7979311254558198,-0.12062666,424.0
HUBB,0.042192358845674446,1.55,0.152,-0.009,0.25389,0.101560004,0.33995,0.13819,0.19478,3.2497158,5.6061454,18291025920.0,-0.13606307116547578,-0.14066459127130504,-0.25140925894812416,-0.1256800783193439,0.2750520680324205,1.0,0.2750520680324205,773202.8666666667,-0.09209982742843316,-0.22397671341858924,-0.13752826592598363,-0.7980561682872825,0.18398246355196798,0.8293791098060213,-0.5008606428282124,-0.06400464786530628,-0.07250047736974521,0.24220076506678315,-0.11059701257656163,-0.643287788426262,-0.8514079463443471,-0.9693576095555382,-1.811868144706057,-0.5178229198366824,,-0.5178229198366824,-0.770342518029713,-0.121526495,425.0
COF,0.0673765050984812,1.4,0.6,0.135,0.07987,0.0098,0.062800005,0.17337999,0.19580999,2.3922777,1.1713111,65538842624.0,0.24065579115313085,0.2573863552639628,-0.07346621660249808,-0.12291834991717943,0.36319367290649174,1.0,0.36319367290649174,4016583.3333333335,0.8969042361189634,-0.3202456152496965,0.5077178210368491,0.7435697219779313,-0.6437632595708814,-1.2681385941277037,-1.7870688675525082,0.307479351488933,-0.06374186132060929,0.510316348325637,0.5435619411132432,-0.011112491254330364,0.7969010577515057,1.7303610572075425,-0.17037863875989923,0.6674474818461258,,0.6674474818461258,-0.15917439551302948,-0.12259917,426.0
BA,0.0022031539735402087,0.0,0.0,-0.091,0.0,0.009430001,0.062800005,0.00769,0.02172,1.8303137,-10.355988,121746972672.0,-0.11264056954986779,-0.005897933824835611,-0.025006079702253214,-0.1312214896182886,0.40440667413524456,1.0,0.40440667413524456,7199890.0,-1.6625118525000535,-1.2187553656733638,-0.3564510454312305,-1.6759264669105292,-1.0236739072310468,-1.2765963035774306,-1.7870688675525082,-1.4416311239094377,-1.5441323315270599,0.6860390105568565,2.243892868499962,0.740951705472134,-0.7489243062265227,-0.05532370527172248,0.27665657615993494,1.2216528493425347,,1.2216528493425347,0.4406736885635828,-0.12285717,427.0
ABNB,0.03353410312655546,0.0,0.0,0.118,0.31948,0.07671,0.8199,0.23852,0.17339,6.876044,9.099393,76337840128.0,-0.25430926980727675,0.04686434876786194,-0.11509648623620705,-0.12567608258727025,0.4886848394536477,1.0,0.4886848394536477,6095083.333333333,-0.4321173131705522,-1.2187553656733638,-0.3564510454312305,0.5615722210438433,0.4959686834096147,0.2613394295459389,1.726509548740529,0.9951314773569749,-0.2543923377674396,-0.8917296031207624,-0.6258674917905024,0.13337798327953707,-1.3687865366325793,0.3025282743715759,-0.5544096738183598,2.3549702537936,,2.3549702537936,0.23248885698120242,-0.12496533,428.0
BX,0.025693803348365064,2.8,2.51,0.284,0.28947002,0.12985,0.8199,0.21927,0.44182998,11.762134,13.188244,171696996352.0,0.14692838069105485,-0.025085239619096256,-0.25140925894812416,-0.12430853425242039,0.3516447518592823,1.0,0.3516447518592823,4281710.0,-0.7400129337813113,0.5782641351739707,3.2586553792935695,2.3387242889884643,0.3532228346795708,1.4760526589289513,1.726509548740529,0.7919183764845645,2.028312073981968,-2.4195796837332906,-1.2289922786519893,1.409282503940028,0.38680283850022834,-0.18545862410193636,-1.811868144706057,0.5121451781475942,,0.5121451781475942,-0.10921511113024347,-0.12562355,429.0
HD,0.04241268458212394,2.62,0.073,0.141,0.84264,0.15585,0.33418998,0.092819996,0.11321,2.1877599,22.599636,297457188864.0,-0.049986882541764754,-0.05082080147030632,-0.16099614983396993,-0.13165146894848423,0.24356032641355133,1.0,0.24356032641355133,3679533.3333333335,-0.08344743768826735,0.4627414529766422,-0.2513105000109475,0.8078041340723149,2.9844381266284965,2.070379794118231,-0.5275919624465888,-0.5429542166670546,-0.766138581747488,0.5742677976883579,-2.617216939826952,3.0919525746386016,-0.47478715312608233,-0.36000607169402926,-0.9778250270067314,-0.9413031740437235,,-0.9413031740437235,-0.22268659144912803,-0.12606937,430.0
CMG,0.022186689007183385,0.0,0.166,0.131,0.45673,0.14156,0.40535998,0.1356,0.14985,5.9933305,18.598513,67807662080.0,-0.08123953527129779,-0.11215616443586418,-0.2369986424867102,-0.12672372177014202,0.34855907735623665,1.0,0.34855907735623665,13413340.0,-0.8777404668068735,-1.2187553656733638,-0.1173643257083951,0.7007467805816753,1.14881376155357,1.7437284571238154,-0.19730352295508471,-0.09134604689177611,-0.45456692373105423,-0.615710558827111,-2.027032446290358,0.019244289521633685,-0.6115311127433808,-0.7760036362573739,-1.6789330471388246,0.4706510544257422,,0.4706510544257422,1.6115084425738235,-0.12664987,431.0
PWR,0.02308193718389287,0.15,0.436,0.133,0.13623,0.04664,0.14829999,0.03822,0.06735,1.63274,5.26336,38651518976.0,0.07990351882589009,-0.028039744931318,-0.21946885989062803,-0.12576673717840714,0.34038469138881305,1.0,0.34038469138881305,1975580.0,-0.8425832660917449,-1.1224864638422567,0.27151166420224077,0.7221582512798033,-0.37568057393012877,-0.42602276103643194,-1.3902772893285795,-1.1193404241881555,-1.1561133698652186,0.7478190828584136,-0.060034551064946304,-0.3708646026337605,0.09353989267725993,-0.2054970970961188,-1.5172242565411247,0.36072728173109886,,0.36072728173109886,-0.5437719436895522,-0.12727356,432.0
DFS,0.09848879288639087,1.7,2.51,0.284,0.28202,0.030299999,0.8199,0.3482,0.44182998,3.1793704,2.4472585,41328635904.0,0.3282554182681803,0.2803513259823849,-0.07519681917566567,-0.12660207301061166,0.38903651178691745,1.0,0.38903651178691745,2003036.6666666667,2.118711747067221,-0.1277078115874821,3.2586553792935695,2.3387242889884643,0.31778597574278367,-0.7995345296256614,1.726509548740529,2.152971108717284,2.028312073981968,0.26419733595694705,0.35535368806820233,-0.33504480591965896,1.1801875575048881,1.8861174011374984,-0.18634310652088246,1.014965002819209,,1.014965002819209,-0.5385981321094142,-0.12813741,433.0
GPN,0.06536502674312022,1.06,0.625,0.034,0.07026,0.03258,0.62885,0.15539,0.25842,2.2928555,1.0519618,23171354624.0,-0.2884344945373134,-0.1319818253572499,-0.19107557549189624,-0.13170743263034923,0.32661959523483775,1.0,0.32661959523483775,2215666.6666666665,0.8179116728126761,-0.5384551260668728,0.5437248571396858,-0.33770954827753125,-0.6894743065724362,-0.7474165887580194,0.8398774514403771,0.11756757732978221,0.46866819938150556,0.5414050544863248,0.5611665251698811,-0.5779890410137342,-1.5180992491501222,-0.9104680995032566,-1.255301802223772,0.17562331101335774,,0.17562331101335774,-0.4985310850187968,-0.12911099,434.0
HPQ,0.09785287311691931,4.07,-0.048,0.024,0.0,0.06874,0.21846001,0.05045,0.068569995,0.49708956,-10.355988,26782191616.0,-0.04379723190139373,-0.12570474726066294,-0.169325416273591,-0.1313618103944375,0.3416460331207892,1.0,0.3416460331207892,7542933.333333333,2.0937386060369825,1.3933408373440122,-0.4255845547486769,-0.4447669017681711,-1.0236739072310468,0.07915530387445575,-1.0646760033865714,-0.990234126854671,-1.145739028573686,1.102929941704987,2.243892868499962,-0.5296760795332569,-0.44770473728967386,-0.8678947931021775,-1.054660868816781,0.3776889767609846,,0.3776889767609846,0.5053152414525874,-0.12939218,435.0
ORCL,0.028471896515589377,1.34,0.2,0.064,0.84264,0.073460005,0.7112,0.21799,0.31295002,7.503853,22.599636,297457188864.0,0.2020566749254702,-0.07068181002067331,-0.16207356697028275,-0.1332597653325489,0.2844586109656668,1.0,0.2844586109656668,10319720.0,-0.630914717637022,-0.35875317598213935,-0.06839475660853725,-0.01653748780561172,2.9844381266284965,0.18704865194095868,1.2220504596197415,0.7784060248421393,0.9323693113648377,-1.0880415890357313,-2.617216939826952,3.0919525746386016,0.6280131224975851,-0.4947102747385915,-0.9877639878082944,-0.39132990967576503,,-0.39132990967576503,1.0285605132107225,-0.12997311,436.0
CE,0.0022031539735402087,0.21,0.0,-0.077,0.0,0.0275,0.23608999,0.00769,0.07595,0.6067501,1.2052393,9169638400.0,-0.3451259741076138,-0.25371751986039526,-0.16104711904431734,-0.14045546911693674,0.34467529338580966,1.0,0.34467529338580966,3913980.0,-1.6625118525000535,-1.0839789031098137,-0.3564510454312305,-1.5260461720236336,-1.0236739072310468,-0.8635389674796172,-0.9828581225032439,-1.4416311239094377,-1.0829824676015358,1.068639770038273,0.5385573717626864,-0.7653318587840818,-1.7661491494288395,-1.7361215233229392,-0.9782952079298446,0.41842447886867035,,0.41842447886867035,-0.1785085091767693,-0.13040258,437.0
